,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
25,-0.011941753,1.3630817,1.6386437,1.8022105,6.272543,3.129494,-0.8207393,7.365785,-2.6191113,1.8090914,5.3205147,2.6238983,-0.7098398,-0.96547216,-1.6607654,-1.408576,-0.73365027,1.7966185,3.0452135,-0.23912151,5.289988,3.6514826,1.3058912,-1.0433285,4.118822,-0.540521,-0.5025489,-1.2093546,-0.99495393,0.45743802,0.5312882,0.42911923,5.5483413,-2.3426046,-0.6849297,-0.25681177,-3.2676315,4.011661,1.6120814,-2.139818,1.6618859,-0.8359661,2.1660833,2.6916566,3.0737798
26,2.0018258,1.1135945,4.7156606,4.8909917,2.1887078,-1.6149322,2.9429867,6.0627747,2.157207,2.196164,-0.689913,-2.0035055,-2.774796,-3.368637,-4.1688247,-2.8367982,-1.2951853,2.355854,1.0926911,0.4865812,0.580163,-0.84940404,-3.674796,-2.8580942,-2.463643,0.4376348,-3.184002,-3.2705982,-0.36422828,-0.056928873,3.6505673,0.08657464,-1.269541,-0.8379314,-0.1385472,-2.1218784,-3.0461903,4.235999,3.505242,-4.7555633,4.2271566,0.02746709,-3.1647549,-4.2313843,4.5631094
27,0.39584154,0.74026734,6.0188,0.8776865,-0.3803812,-2.6346025,-0.8385054,0.50494224,0.65361094,2.303116,0.12635128,-0.6671425,-2.34796,-0.9852047,-0.15466216,2.7718248,-2.7087505,-0.6054155,0.4392043,-0.29088587,-0.344471,-0.45991397,-0.9682495,2.8489914,1.0227308,5.961513,-0.037638206,2.7109306,0.07831486,-3.062104,1.0502495,2.8691437,5.537361,-1.2439313,0.8918499,2.143745,-4.300689,-1.8330783,3.6911752,3.154287,1.0590537,-3.2649114,2.1392212,-2.0743103,0.33573484
28,0.23547909,0.40196383,4.301174,0.5530878,-1.7601569,-2.2333934,2.6608334,-1.6958883,-0.08348933,1.1257129,0.854817,-1.3514231,-3.1109262,-0.40867653,2.2333956,0.8591675,-2.2040772,-0.30532968,-1.5176706,0.79169047,-0.5055418,-0.62641615,0.2009743,-0.57961345,0.61518085,3.7138946,1.4267235,3.2591043,-1.7295038,-0.3503247,1.6357155,1.1565673,3.512283,-0.7055536,2.0130231,2.7221096,-3.2496197,-2.5306273,4.7580166,2.5450294,1.8567371,-3.4663708,1.3763179,0.12451345,-0.0677502
29,-1.6233971,1.806499,4.4812727,-0.12357044,0.17119701,0.4228255,-1.1462504,0.5642171,-0.5385819,4.531255,2.5827754,-0.9876185,-2.6530435,0.36566967,0.025074825,0.4491723,-4.7921357,-0.43578342,0.864988,-0.33648628,-0.7799166,0.9207475,-1.9853423,4.355202,4.7306485,3.1705596,0.41747507,1.0855235,2.941089,-5.3742037,-1.0291497,3.2063453,8.161975,-0.5772836,2.3395395,-0.24568988,-3.0511305,-1.1281149,3.9649782,3.5007997,-1.1393551,-0.66295606,2.0523267,-2.3778791,0.48117667
30,0.15062183,-0.76448435,4.482235,-0.636112,4.6340055,-0.5836706,3.3658397,1.9186633,3.6333473,2.0573535,-0.19153836,-1.6205093,-2.041009,-2.3320644,-4.0546546,-2.1971104,-4.589102,1.4501259,4.059164,0.7602465,3.1208053,0.7177504,-3.5831783,-2.9982424,-0.81538916,1.717196,-0.9080789,-2.4560492,-1.1000448,1.6577046,3.6775448,-0.89151675,-3.3182406,-0.6901504,0.13632178,-2.085635,-0.77659154,2.7431543,2.3774462,-4.8294744,3.1801827,-0.6557409,1.0761248,-1.8599104,4.388036
31,-0.6791454,-0.696573,1.6384829,0.47730002,2.80058,0.764894,-0.013480643,1.099162,-0.41127867,1.164433,0.92983913,0.7623255,-0.99543214,0.3144352,-1.6799047,-0.60636693,-0.7291413,1.7567474,2.3167336,-0.32346278,2.301086,1.1752871,-2.6224396,0.2402499,0.90493953,0.32869795,0.47185004,0.20548059,0.32851,-1.1160705,0.04020101,0.16281739,1.8757629,-0.18235312,0.6027751,-1.0045742,-0.48780724,0.53847533,0.105044186,0.48590213,-0.20255008,-0.70790786,0.9063756,-1.3758569,1.5063283
32,-0.40374973,-0.93243694,2.9552684,0.6202388,2.4794512,2.2790937,-1.3580432,1.9868596,-0.8955051,0.8464764,1.5740721,0.35282698,-0.7418493,-0.66314083,-2.3852024,-0.05932259,-0.6556302,0.9747948,0.70119905,-0.70169824,0.6228367,1.6950998,-0.09459394,1.0607218,1.5666897,2.251665,1.7319577,0.01943416,0.3310882,0.012684682,-0.2734807,-0.49334958,3.8698876,-2.070168,-0.7960347,0.59064984,-1.6227669,-0.00081896037,1.1311587,0.9784932,0.3265389,-1.8173281,1.1730664,0.5417735,1.2407491
33,-1.0235617,-0.40065092,4.280141,-0.6549901,1.3795553,0.17869432,2.9159746,0.26203898,1.1551106,-1.1136883,0.16882883,-1.7670836,-3.096117,-1.8731412,-1.1670883,0.756002,-2.447236,-0.96221876,2.0991018,2.7700808,-0.025517657,0.19201045,-2.5819204,-1.4709922,-1.8329111,3.2849457,1.8876531,0.7932805,0.4358424,1.3626347,0.4390083,-0.6253902,0.18014643,1.2273506,-0.35612488,-2.1981301,1.0932313,3.017942,3.498412,-1.6791577,0.96412766,-0.48430496,-0.5501541,-0.092037365,1.2336036
34,1.1077812,1.8078299,2.4100578,0.6257731,3.5139503,2.0110264,-2.0418649,3.663686,-1.3857477,2.8672614,2.071868,2.428372,-1.801329,-0.18310417,-1.5798361,-2.0977495,-2.5083401,1.0603691,2.3929348,0.85599375,4.4317193,3.0617669,-2.3246622,1.3392612,0.91989076,-0.4388782,-1.4651673,-0.6229883,0.05833156,-2.6401901,2.6333628,-2.2427394,4.970125,-1.4488539,-1.6613636,1.1841667,-2.944357,0.5016094,1.7703468,-1.3041229,0.16151097,-1.2021346,1.1941352,0.89354587,3.2465832
35,0.13784295,0.32280955,4.9263263,-2.9979877,1.9732945,-1.5481306,2.6963673,-0.6042711,2.0639813,0.9182909,-1.1571157,-3.5979412,-2.299091,-5.213286,-2.207966,-0.13970393,-4.72516,-1.4142861,2.7375374,0.67280936,-0.3665701,1.413084,-2.4961436,-0.76612735,-0.88753796,3.3854337,2.840324,0.015954217,-0.3554104,1.98424,1.3736836,-1.7740501,0.16960569,0.5953711,-1.9451493,-3.1676247,0.54321945,3.1714196,3.4571793,-2.7409031,1.5131142,-2.4065416,-1.3271174,-0.9418498,1.3574232
36,-0.6515216,-1.0090449,7.3536706,1.6619766,-0.38037005,-2.9714901,2.4025831,0.8335375,0.9392585,-0.4186202,1.5672214,-3.5183039,-1.6592269,-2.5909157,1.8447948,0.826424,-1.5417861,-2.3340178,1.4444242,1.9199022,0.37729672,0.2384079,0.6826212,-0.6303178,0.12211091,6.5566955,2.4170117,3.7984924,-1.3712362,0.2964386,1.841029,1.8548547,2.8576505,-0.8816993,0.74259585,1.862436,-1.9244134,0.050038815,5.990829,1.3129122,2.5272079,-3.468073,2.9456477,-0.72356135,-1.2712842
37,-0.6476454,-1.3549122,3.520836,-1.0853391,3.399426,0.16810402,2.6163416,-0.83478576,1.6493757,-0.71322286,1.3257871,-1.7969531,-1.9427185,-1.2472739,-1.799999,0.84521544,-1.6744103,-0.044685382,3.0696547,0.34896243,0.30362955,1.9248835,-1.8755482,-0.35427028,0.11333933,2.9633405,2.887257,0.45736212,0.733367,2.262675,1.5099938,-0.30443406,0.34299344,-0.066773154,0.64795816,-2.1672115,1.195446,1.3920236,2.4446547,-1.2219688,1.1009598,-1.0012615,1.7818305,0.17346162,0.8928579
38,-1.2424165,-0.32864037,4.7964525,-1.8520918,4.566079,0.038138185,2.5130262,0.7602428,0.7463971,-0.087872535,-0.38121033,-2.2408192,-2.4153903,-2.8689141,-1.2532227,0.46888295,-3.8138108,-0.90115815,2.7623258,1.8731024,0.9147284,0.9319667,-5.083517,-0.26000494,-1.4462236,1.0405947,1.3818511,-1.2069238,0.40340054,0.41716427,2.4616218,-0.14385663,0.6419133,0.721744,0.39558107,-3.8489642,1.1679332,3.7444103,2.7625523,-2.4939055,1.1671963,-0.28505218,-0.8074957,-1.1060349,1.3166083
39,-1.5256182,-0.51349336,3.9884183,-0.29844537,2.8149776,0.46645617,-0.37959808,1.601195,-1.0051906,1.5503696,1.1210074,-0.28165072,-0.5785837,-0.4953629,-2.6249275,-2.3000982,-1.9980831,1.880621,0.5299428,-1.1371312,1.4702721,3.1247745,-1.8053825,0.1908552,1.5065843,1.3450707,1.9666339,-0.30277312,0.5491618,-1.2242862,-0.34988084,-0.37202865,4.4012704,-1.5698978,0.15417308,-0.43946433,-1.454402,-0.32847068,0.88488156,-0.13017237,0.00030571222,-2.4968688,1.0850899,-0.6980296,1.4948009
40,-0.6983473,0.5740067,13.25544,3.7740846,6.9365115,-3.5094476,3.4148574,2.7666576,-4.684479,11.332862,1.0290911,-2.140343,-1.2710418,-5.58358,-1.8203688,-8.411648,-1.4995687,4.693152,1.0812083,-6.006158,6.266256,4.7542152,-10.488869,-8.860975,2.0084536,-8.710165,6.120535,0.47166142,1.531684,3.3721962,10.194133,2.0664625,-0.18540397,-9.719477,4.2756715,-0.46797737,-1.8405981,-3.1989157,3.5616643,0.044181686,9.615108,-4.0809608,-0.5196732,-1.6941178,4.630567
41,1.8370985,0.62467456,8.483834,5.3842483,4.4389043,-1.9388801,1.6364152,6.3825736,-1.0345459,6.202188,-1.1154141,-0.4277013,-0.375621,-5.410332,-1.4311137,-7.6718063,0.37115613,2.8383596,-2.6821592,-3.371526,2.6994543,-0.19372526,-5.4654865,-3.5185206,-1.0277563,-6.841101,0.73000515,-3.0385396,0.44937342,0.09460432,5.3121724,0.2855271,1.2265991,-4.1586967,-0.39404708,0.23391056,-5.2972126,1.3866346,4.549745,-1.6305078,5.415046,-0.49288374,-3.2743058,-3.320222,4.8749785
42,1.6869061,-1.1879535,3.6154182,-1.5928506,4.343352,1.2361755,2.6415312,1.13133,2.426101,1.1442772,-1.779386,-0.7686325,-2.351735,-2.6333265,-2.7715156,1.7564895,-4.3113728,-0.41196975,3.721201,0.51797086,1.4390997,0.419225,-3.3013537,-0.61459863,-0.48721245,1.683777,0.57210666,-1.8531878,-0.5730322,2.7236407,1.2567163,-1.105075,-1.5089537,0.24880174,-1.9794892,-2.3953605,-0.11251281,4.2712064,2.559582,-3.6509068,3.4360824,0.27637264,0.75199634,1.0106524,2.81726
43,0.7173099,2.2700422,2.1889067,0.055685416,3.780365,2.8519337,0.71454626,4.109068,-1.2356027,4.3549843,4.5572224,0.7105983,-1.5160867,-0.7272115,-0.589615,-2.8720207,-1.383,2.306246,0.7758602,0.24838424,2.5544538,3.446422,-1.6683166,-3.768822,1.9531434,-2.4594853,-2.3554301,-2.6792078,1.0960149,-1.3768129,4.44106,-0.44879255,0.7470872,-3.794249,0.5101147,-1.3478173,-1.2420757,0.3251441,-0.19361268,-3.0724277,2.3768082,0.13584292,-2.7509708,2.723019,2.9870324
44,0.11081903,1.2012975,1.957038,2.4060228,2.380632,0.7375681,-1.5888398,3.3702025,-1.1630505,1.4602767,0.8660382,0.8190825,-1.4442161,-0.69307536,-0.38315362,-2.4111915,-0.18769959,0.6043089,1.6361614,1.1701797,3.0493844,0.7855306,-1.8909491,0.99280083,-0.15352772,-0.54163873,-0.8125272,0.24925841,0.7014329,-2.3350945,0.63167226,-0.43774858,2.9803479,-1.1322514,-0.09493691,0.780253,-1.6406666,0.49462843,1.3167366,-0.034159057,-0.40914196,-0.4814158,1.4041581,-2.1939821,1.0570912
45,-1.4072107,0.5489227,3.0208313,-0.9943398,0.6045201,0.122697294,0.9006582,1.0530772,1.2810625,0.39751303,2.2172751,-0.15286417,-1.6195753,0.5211406,-0.4979986,0.9783404,-1.5492654,-0.13055792,1.9595637,0.23335353,-1.1327183,1.3557689,0.16413353,0.9604459,1.8337522,2.3906646,1.3561168,1.1644484,-0.20686287,-1.226813,-0.7144704,0.58682513,3.200317,-0.20757571,0.78355,0.03478327,-1.9678955,0.08138189,1.2750276,-0.011746757,-1.0728132,-2.001811,1.2645452,0.7130027,0.32404596
46,1.4259589,1.2401774,7.9099793,-0.01798258,1.4865695,-3.0302806,3.0656292,-0.10231715,0.47265482,1.3376098,0.671858,-3.227894,-4.165835,-4.853318,1.0365386,2.4938872,-1.967355,-3.2465801,1.5502805,1.4153239,-0.057012327,-1.4390109,-3.0712662,-2.0234997,-1.8336352,1.0144202,1.7303683,0.6926897,0.7276794,2.4430819,3.4777145,1.8228436,0.3196742,0.13657656,-0.3030345,-2.9603488,-1.39721,3.0414004,6.5276814,-0.10695139,4.228491,-0.90868473,-0.80411774,-0.33096516,0.46330798
47,0.35190842,1.5287329,2.3263667,-1.3844126,3.808112,3.1062093,2.3715174,1.9732113,-0.8800208,1.6040711,3.650574,1.6522694,-1.6433779,-0.9227936,-1.6455405,-2.5660195,-2.851555,0.101254,1.7975934,1.0883735,2.487354,2.5948327,-0.9233738,-3.0819318,1.270353,-0.4213557,0.34579152,-1.4243276,0.82608265,0.9219147,0.6839571,-1.9970851,1.7631816,-0.23327006,0.22473049,-1.3425306,0.19768885,2.119959,2.6049595,-2.8871436,1.4336603,0.5360212,-0.8095096,3.6291635,3.867164
